chr strand tss gene
chr1 - 1716723 GNB1
chr22 - 19775933 GNB1L
chr7 + 100271362 GNB2
chr12 + 6950017 GNB3
chr3 - 179113875 GNB4
chr15 - 52413122 GNB5
chr9 - 36214438 GNE
chr9 + 114423850 GNG10
chr7 + 93551015 GNG11
chr1 - 68167148 GNG12
chr16 - 848040 GNG13
chr14 + 52327021 GNG2
chr11 + 62475065 GNG3
chr1 - 235710984 GNG4
chr1 - 84964005 GNG5
chr19 - 2511217 GNG7
chr19 - 47137332 GNG8
chr7 + 93535819 GNGT1
chr17 - 47283595 GNGT2
chr6_qbl_hap6 - 1802057 GNL1
chr1 - 38032412 GNL2
chr3 + 52719935 GNL3
chrX + 54556643 GNL3L
chr2 + 85921413 GNLY
chr6 + 42928491 GNMT
chr1 + 231376918 GNPAT
chr5 - 141380233 GNPDA1
chr4 - 44703811 GNPDA2
chr14 - 53241910 GNPNAT1
chr12 - 102139274 GNPTAB
chr16 + 1401899 GNPTG
chr8 - 25276773 GNRH1
chr20 + 3024267 GNRH2
chr4 - 68603098 GNRHR
chr1 - 145514420 GNRHR2
chr12 - 65107221 GNS
chr9 - 127640572 GOLGA1
chr9 - 131018107 GOLGA2
chr12 - 133345494 GOLGA3
chr3 + 37284681 GOLGA4
chr14 + 93260575 GOLGA5
chr15 - 74362197 GOLGA6A
chr15 + 72947037 GOLGA6B
chr15 + 75550898 GOLGA6C
chr15 + 75575181 GOLGA6D
chr15 + 22736245 GOLGA6L1
chr15 - 82632349 GOLGA6L10
chr15 - 20737093 GOLGA6L6
chr15 + 82722184 GOLGA6L9
chr8 + 41348080 GOLGA7
chr10 + 99609994 GOLGA7B
chr15 - 34671269 GOLGA8A
chr15 - 34817483 GOLGA8B
chr15 - 22702284 GOLGA8DP
chr15 + 28623783 GOLGA8F
chr15 - 28764756 GOLGA8G
chr3 - 121382045 GOLGB1
chr3 - 167726460 GOLIM4
chr9 - 88641057 GOLM1
chr5 - 32124823 GOLPH3
chr1 - 150618700 GOLPH3L
chr1 - 204167287 GOLT1A
chr12 + 21654698 GOLT1B
chr1 - 155734252 GON4L
chr6 - 117881432 GOPC
chr1 + 170501262 GORAB
chr3 - 39138089 GORASP1
chr2 + 171785035 GORASP2
chr17 + 28804425 GOSR1
chr17 + 45000482 GOSR2
chr10 - 101156626 GOT1
chr8 - 37791799 GOT1L1
chr16 - 58741034 GOT2
chr17 + 4835569 GP1BA
chr16 - 20320895 GP2
chr3 - 194115549 GP5
chr19 - 55525074 GP6
chr3 + 128779609 GP9
chr1 - 167022072 GPA33
chr8 + 145137523 GPAA1
chr10 - 113909621 GPAM
chr2 - 96687693 GPAT2
chr19 + 33571785 GPATCH1
chr1 - 217600334 GPATCH2
chr1 - 27216978 GPATCH3
chr1 - 156564099 GPATCH4
chr17 - 42472644 GPATCH8
chr2 + 219125737 GPBAR1
chr5 + 56469774 GPBP1
chr1 - 46092975 GPBP1L1
chr2 + 241375114 GPC1
chr7 - 99767228 GPC2
chrX - 132669775 GPC3
chrX - 132435063 GPC4
chr13 + 92050872 GPC5
chr13 + 93879060 GPC6
chr20 - 5525079 GPCPD1
chr12 + 50497601 GPD1
chr3 + 32148002 GPD1L
chr2 + 157291964 GPD2
chr11 - 64701942 GPHA2
chr14 - 63779548 GPHB5
chr14 + 66974124 GPHN
chr19 + 34856024 GPI
chr8 + 144295067 GPIHBP1
chrX - 48970322 GPKOW
chr6 - 24426061 GPLD1
chr4 - 176554087 GPM6A
chrX - 13789040 GPM6B
chr2 + 27851514 GPN1
chr1 - 27205872 GPN2
chr12 - 110890290 GPN3
chr7 + 23286315 GPNMB
chr2 - 207040041 GPR1
chrX - 136112306 GPR101
chr9 + 132815984 GPR107
chr19 - 6729924 GPR108
chrX - 129518318 GPR119
chr13 - 27329338 GPR12
chr14 - 105515725 GPR132
chr14 - 59930239 GPR135
chr11 + 64053581 GPR137
chr1 + 236305831 GPR137B
chr14 + 53019865 GPR137C
chr16 - 20042806 GPR139
chr7 + 37723377 GPR141
chr17 + 72363644 GPR142
chrX - 9693452 GPR143
chr7 + 1084208 GPR146
chr2 + 131486642 GPR148
chr3 - 154055460 GPR149
chr3 + 98250742 GPR15
chr5 + 94955979 GPR150
chr5 - 145894416 GPR151
chr11 - 67218771 GPR152
chr1 - 6307405 GPR153
chr2 - 175296299 GPR155
chr3 - 119884327 GPR156
chr1 - 9164475 GPR157
chr10 + 25464289 GPR158
chr3 + 169755734 GPR160
chr1 - 168048779 GPR161
chr12 + 6930962 GPR162
chr2 + 128403438 GPR17
chr3 - 150915618 GPR171
chrX + 53078505 GPR173
chrX + 78426468 GPR174
chr15 - 40091222 GPR176
chr17 - 36481492 GPR179
chr13 - 99906966 GPR18
chr13 + 95254103 GPR180
chr12 + 57388354 GPR182
chr13 - 99946788 GPR183
chr12 - 12813994 GPR19
chr8 - 142366586 GPR20
chr9 + 125795921 GPR21
chr7 + 107110501 GPR22
chr1 + 200842082 GPR25
chr10 + 125425870 GPR26
chr3 + 71802874 GPR27
chr1 + 27719147 GPR3
chr6 - 167570359 GPR31
chr19 + 51273720 GPR32
chrX + 41548225 GPR34
chr2 + 241544824 GPR35
chr7 - 124385654 GPR37
chr1 + 202092028 GPR37L1
chr2 + 133174146 GPR39
chr19 - 46093022 GPR4
chr2 + 105858199 GPR45
chrX + 150345055 GPR50
chr1 + 174417211 GPR52
chr2 - 231772042 GPR55
chr6 + 110299458 GPR6
chr1 + 110082493 GPR61
chr3 + 51989329 GPR62
chr6 - 97241997 GPR63
chr14 + 88471467 GPR65
chr14 - 91698875 GPR68
chr2 - 54080049 GPR75
chr4 + 8582216 GPR78
chrX + 41583407 GPR82
chr11 - 94110476 GPR83
chr12 - 54756228 GPR84
chr7 - 112720467 GPR85
chr3 - 151011875 GPR87
chr1 + 101003727 GPR88
chr1 - 145764594 GPR89A
chr1 + 147400505 GPR89B
chrX + 101906293 GPRASP1
chrX + 101967103 GPRASP2
chr12 + 13043955 GPRC5A
chr16 - 19870292 GPRC5B
chr17 + 72427666 GPRC5C
chr12 - 13093708 GPRC5D
chr6 - 117113247 GPRC6A
chr5 - 176022802 GPRIN1
chr10 + 46993545 GPRIN2
chr4 - 90165428 GPRIN3
chr17 + 80009740 GPS1
chr17 - 7215977 GPS2
chr9 + 139247508 GPSM1
chr1 + 109419602 GPSM2
chr6_apd_hap1 - 3473280 GPSM3
chr8 + 145729464 GPT
chr16 + 46918291 GPT2
chr3 - 49394603 GPX1
chr14 - 65405869 GPX2
chr5 + 150399972 GPX3
chr19 + 1103924 GPX4
chr6 + 28493788 GPX5
chr6 - 28471072 GPX6
chr1 + 53068042 GPX7
chr5 + 54455945 GPX8
chr19 + 35491223 GRAMD1A
chr11 + 123396343 GRAMD1B
chr3 + 113557680 GRAMD1C
chr15 - 72452146 GRAMD2
chr5 + 125695787 GRAMD3
chr22 + 47016298 GRAMD4
chr17 - 18923989 GRAP
chr22 + 40297085 GRAP2
chr17 + 19030781 GRAPL
chr12 + 52400728 GRASP
chr7 - 50657759 GRB10
chr2 - 165348915 GRB14
chr17 - 73314156 GRB2
chr17 + 37894161 GRB7
chr2 + 11680079 GREB1
chr18 + 18822202 GREB1L
chr15 + 33010204 GREM1
chr1 - 240652872 GREM2
chr2 + 10091791 GRHL1
chr8 + 102504667 GRHL2
chr1 + 24645811 GRHL3
chr9 + 37422706 GRHPR
chr5 + 152870856 GRIA1
chr4 + 158141735 GRIA2
chrX + 122318095 GRIA3
chr11 + 105481410 GRIA4
chr10 - 87359311 GRID1
chr4 + 93225549 GRID2
chr7 - 6536408 GRID2IP
chr21 - 30923167 GRIK1
chr6 + 101846860 GRIK2
chr1 - 37261127 GRIK3
chr11 + 120435144 GRIK4
chr19 - 42505940 GRIK5
chr9 + 140033608 GRIN1
chr16 - 9847261 GRIN2A
chr12 - 13714409 GRIN2B
chr17 - 72838161 GRIN2C
chr19 + 48898131 GRIN2D
chr9 - 104331633 GRIN3A
chr19 + 1000417 GRIN3B
chr8 + 145064225 GRINA
chr12 - 66741210 GRIP1
chr3 - 14530618 GRIP2
chrX - 48830130 GRIPAP1
chr13 + 114321596 GRK1
chr4 + 2965342 GRK4
chr10 + 120967196 GRK5
chr5 + 176853686 GRK6
chr3 + 141497042 GRK7
chr6 + 146350333 GRM1
chr3 + 51741080 GRM2
chr7 + 86273229 GRM3
chr6 - 33986419 GRM4
chr11 - 88237743 GRM5
chr5 - 178405329 GRM6
chr3 + 6902801 GRM7
chr7 - 126078651 GRM8
chr17 + 42422453 GRN
chr18 + 56887399 GRP
chr4 - 7060621 GRPEL1
chr5 + 148724976 GRPEL2
chrX + 16141423 GRPR
chr4 - 71681498 GRSF1
chr13 - 113978478 GRTP1
chr19 + 48949029 GRWD1
chr4 + 42895282 GRXCR1
chr5 - 145239295 GRXCR2
chr14 - 95234559 GSC
chr22 - 19136503 GSC2
chr17 + 38119225 GSDMA
chr17 - 38060847 GSDMB
chr8 - 130760441 GSDMC
chr8 + 144640476 GSDMD
chr12 - 13236470 GSG1
chr16 - 27798849 GSG1L
chr17 + 3627196 GSG2
chr19 - 42734337 GSK3A
chr3 - 119540801 GSK3B
chr9 + 124048358 GSN
chr16 - 11961984 GSPT1
chrX + 51486480 GSPT2
chr8 - 30535579 GSR
chr20 - 33516235 GSS
chr6 - 52656177 GSTA1
chr6 - 52614884 GSTA2
chr6 - 52761438 GSTA3
chr6 - 52842745 GSTA4
chr6 - 52696540 GSTA5
chr4 + 106629940 GSTCD
chr7 + 142960521 GSTK1
chr1 + 110230417 GSTM1
chr1 + 110210643 GSTM2
chr6 - 111367621 GSTM2P1
chr1 - 110276553 GSTM3
chr1 + 110198697 GSTM4
chr1 + 110254863 GSTM5
chr10 + 106014467 GSTO1
chr10 + 106028630 GSTO2
chr11 + 67351065 GSTP1
chr22 - 24376132 GSTT1
chr22 - 24299600 GSTT2
chr22 - 24340594 GSTTP1
chr22 - 24385937 GSTTP2
chr14 + 77787229 GSTZ1
chr13 + 28366779 GSX1
chr4 + 54966247 GSX2
chr2 - 144703580 GTDC1
chr14 - 81641795 GTF2A1
chr2 + 48844918 GTF2A1L
chr15 - 59930260 GTF2A2
chr1 - 89318320 GTF2B
chr3 + 120461557 GTF2E1
chr8 - 30435834 GTF2E2
chr19 - 6379579 GTF2F1
chr13 + 45694630 GTF2F2
chr11 + 18343815 GTF2H1
chr5 - 70330950 GTF2H2
chr5 + 69711196 GTF2H2B
chr5 + 68856050 GTF2H2C
chr12 + 124118285 GTF2H3
chr6 + 30875976 GTF2H4
chr6 + 158589378 GTF2H5
chr7 + 74071990 GTF2I
chr7 + 72569016 GTF2IP1
chr7 + 73868119 GTF2IRD1
chr7 - 74210482 GTF2IRD2
chr7 + 74508346 GTF2IRD2B
chr13 + 27998680 GTF3A
chr16 - 27471933 GTF3C1
chr2 - 27548715 GTF3C2
chr2 - 197627755 GTF3C3
chr9 + 135545421 GTF3C4
chr9 + 135906061 GTF3C5
chr6 + 111279762 GTF3C6
chr22 + 39101806 GTPBP1
chr7 + 89975978 GTPBP10
chr6 - 43588217 GTPBP2
chr19 + 17445790 GTPBP3
chr10 + 1034348 GTPBP4
chr3 + 112709799 GTPBP8
chr22 + 46692637 GTSE1
chr12 - 54849735 GTSF1
chr20 - 42354800 GTSF1L
chr6 + 42123114 GUCA1A
chr6 - 42151021 GUCA1B
chr3 - 108626641 GUCA1C
chr1 - 42628361 GUCA2A
chr1 + 42619091 GUCA2B
chr11 - 106544737 GUCY1A2
chr4 + 156587861 GUCY1A3
chr13 - 51568646 GUCY1B2
chr4 + 156680124 GUCY1B3
chr12 - 14765565 GUCY2C
chr17 + 7905987 GUCY2D
chrX - 108616134 GUCY2F
chr10 - 114067935 GUCY2GP
chr4 + 44680411 GUF1
chr1 + 228332403 GUK1
chr2 + 189156395 GULP1
chr7 - 65425671 GUSB
chr5 + 21459588 GUSBP1
chr5 - 68935289 GUSBP3
chr12 - 42475647 GXYLT1
chr3 + 72937384 GXYLT2
chr3 + 148709194 GYG1
chrX + 2746862 GYG2
chr4 - 145030455 GYPA
chr4 - 144917256 GYPB
chr2 + 127413510 GYPC
chr4 - 144796467 GYPE
chr19 - 49471381 GYS1
chr12 - 21689122 GYS2
chr20 + 23342768 GZF1
chr5 + 54398473 GZMA
chr14 - 25100160 GZMB
chr14 - 25075685 GZMH
chr5 + 54320106 GZMK
chr19 + 544033 GZMM
chr11 - 2016405 H19
chr22 + 38201113 H1F0
chr12 + 48722762 H1FNT
chr3 + 129262056 H1FOO
chr3 - 129033613 H1FX
chrX + 154113316 H2AFB1
chr12 + 14927269 H2AFJ
chr7 - 44873212 H2AFV
chr11 - 118964584 H2AFX
chr5 - 134670070 H2AFY
chr10 + 71812356 H2AFY2
chr4 - 100869243 H2AFZ
chrX + 103294515 H2BFM
chrX - 103265718 H2BFWT
chrX - 103315068 H2BFXP
chr1 + 226250407 H3F3A
chr17 - 73772514 H3F3B
chr12 - 31944118 H3F3C
chr1 + 9294862 H6PD
chr2 - 42994228 HAAO
chr10 + 115312736 HABP2
chr9 + 99212436 HABP4
chr6 - 105175967 HACE1
chr3 - 15602210 HACL1
chr4 + 108910869 HADH
chr2 - 26413503 HADHA
chr2 + 26467615 HADHB
chr16 - 1859103 HAGH
chr16 + 776935 HAGHL
chr12 - 96366439 HAL
chr19 + 35773248 HAMP
chr5 - 153854531 HAND1
chr4 - 174447651 HAND2
chr20 - 7863630 HAO1
chr1 + 119911398 HAO2
chr17 - 39878890 HAP1
chr5 - 82934016 HAPLN1
chr1 + 156589085 HAPLN2
chr15 - 89420515 HAPLN3
chr19 - 19366451 HAPLN4
chr20 + 61732643 HAR1A
chr20 - 61726844 HAR1B
chr11 - 46624855 HARBI1
chr5 - 140053488 HARS
chr5 + 140071010 HARS2
chr19 - 52216364 HAS1
chr8 - 122625270 HAS2
chr16 + 69139466 HAS3
chr2 + 172778934 HAT1
chr18 + 43684297 HAUS1
chr15 + 42841010 HAUS2
chr4 - 2233562 HAUS3
chr14 - 23415436 HAUS4
chr19 + 36103645 HAUS5
chr9 - 19053134 HAUS6
chrX - 152713122 HAUS7
chr19 - 17160570 HAUS8
chr5 - 156456423 HAVCR1
chr5 - 156512842 HAVCR2
chr1 + 154245038 HAX1
chr16 + 226649 HBA1
chr16 + 222845 HBA2
chr11 - 5246695 HBB
chr11 - 5263184 HBBP1
chr11 - 5254058 HBD
chr11 - 5289579 HBE1
chr5 - 139712427 HBEGF
chr11 - 5269501 HBG1
chr11 - 5274420 HBG2
chr16 + 215972 HBM
chr7 + 106809405 HBP1
chr16 + 230332 HBQ1
chr6 - 135356994 HBS1L
chr16 + 202853 HBZ
chrX + 11129405 HCCS
chrX - 153213007 HCFC1
chr16 - 3072620 HCFC1R1
chr12 + 104458235 HCFC2
chr6 + 26521933 HCG11
chr6_dbb_hap3 - 1548842 HCG18
chr6_mcf_hap5 + 2403159 HCG22
chr6_qbl_hap6 + 2732711 HCG26
chr6 + 31165536 HCG27
chr6_ssto_hap7 - 1096479 HCG4
chr6_dbb_hap3 + 1236225 HCG9
chr20 + 30639990 HCK
chr3 - 121350244 HCLS1
chr5 - 45255051 HCN1
chr19 + 589892 HCN2
chr1 + 155247217 HCN3
chr15 - 73612199 HCN4
chr6 + 31430956 HCP5
chr17 - 40336077 HCRT
chr1 + 32083300 HCRTR1
chr6 + 54971257 HCRTR2
chr19 + 36393381 HCST
chr1 + 32757707 HDAC1
chr22 - 50683612 HDAC10
chr3 + 13521843 HDAC11
chr6 - 114257319 HDAC2
chr5 - 141000442 HDAC3
chr2 - 239969863 HDAC4
chr17 - 42154120 HDAC5
chrX + 48660422 HDAC6
chr12 - 48176493 HDAC7
chrX - 71549365 HDAC8
chr7 + 18535332 HDAC9
chr15 - 50534145 HDC
chr6 - 125596495 HDDC2
chr15 - 91474147 HDDC3
chr1 - 156711898 HDGF
chr6 + 22569677 HDGFL1
chr19 + 4472192 HDGFRP2
chr15 - 83806803 HDGFRP3
chr18 - 44633780 HDHD2
chr9 - 116135695 HDHD3
chr2 - 242166678 HDLBP
chrX - 83572881 HDX
chr1 - 236712304 HEATR1
chr16 + 50099851 HEATR3
chr14 - 73945188 HEATR4
chr14 - 31760993 HEATR5A
chr2 - 37208143 HEATR5B
chr17 - 58120551 HEATR6
chr12 - 13127798 HEBP1
chr6 + 138725335 HEBP2
chr6 + 139456248 HECA
chr14 - 31569320 HECTD1
chr10 + 93170041 HECTD2
chr1 - 45468219 HECTD3
chr7 + 43152197 HECW1
chr2 - 197059093 HECW2
chr3 - 124684553 HEG1
chr12 + 66696324 HELB
chr10 + 96305523 HELLS
chr4 - 84373018 HELQ
chr4 + 185939994 HELT
chr17 - 65066553 HELZ
chr9 - 100689072 HEMGN
chr3 + 50606582 HEMK1
chr11 - 124789145 HEPACAM
chr7 - 92817851 HEPACAM2
chrX + 65382390 HEPH
chr11 + 93754377 HEPHL1
chr11 + 124789145 HEPN1
chr15 - 63900816 HERC1
chr15 - 28356182 HERC2
chr15 - 23282264 HERC2P2
chr16 - 32181363 HERC2P4
chr4 + 89513573 HERC3
chr10 - 69681655 HERC4
chr4 + 89378267 HERC5
chr4 + 89299890 HERC6
chr16 + 56966001 HERPUD1
chr7 - 35672269 HERPUD2
chr3 + 193853930 HES1
chr1 - 6475293 HES2
chr1 + 6304251 HES3
chr1 - 934341 HES4
chr1 - 2460183 HES5
chr2 - 239146907 HES6
chr17 - 8023907 HES7
chr3 - 57231943 HESX1
chr15 - 72637544 HEXA
chr5 + 73935847 HEXB
chr17 + 80376251 HEXDC
chr17 + 43224683 HEXIM1
chr17 + 43237540 HEXIM2
chr8 - 80676244 HEY1
chr6 + 126070731 HEY2
chr1 - 40089102 HEYL
chr6 + 26087508 HFE
chr1 + 145413190 HFE2
chr1 - 91726322 HFM1
chr6 - 168376603 HGC6.3
chr3 - 120347014 HGD
chr7 - 81328323 HGF
chr4 + 3443659 HGFAC
chr17 + 79650961 HGS
chr8 + 42995591 HGSNAT
chr1 + 210501595 HHAT
chr3 - 42734154 HHATL
chr10 + 94449680 HHEX
chr4 + 145567147 HHIP
chr14 + 100070833 HHIPL1
chr1 - 222695601 HHIPL2
chr8 - 133073732 HHLA1
chr3 + 108015336 HHLA2
chr1 + 70820492 HHLA3
chr7 - 27565058 HIBADH
chr2 - 191069359 HIBCH
chr17 + 1958392 HIC1
chr22 + 21771692 HIC2
chr14 + 62162118 HIF1A
chr10 + 102295640 HIF1AN
chr19 + 46800302 HIF3A
chr3 - 42824399 HIGD1A
chr17 + 42925269 HIGD1B
chr12 + 51347781 HIGD1C
chr5 + 175815526 HIGD2A
chr15 - 72968122 HIGD2B
chr17 - 48248788 HILS1
chr11 + 118992232 HINFP
chr5 - 130494975 HINT1
chr9 - 35812956 HINT2
chr6 + 126277860 HINT3
chr7 - 75162618 HIP1
chr12 + 123319984 HIP1R
chr1 + 114496498 HIPK1
chr7 - 139246315 HIPK2
chr11 + 33278867 HIPK3
chr19 - 40885177 HIPK4
chr22 - 19318223 HIRA
chr16 - 30003641 HIRIP3
chr6 - 26017259 HIST1H1A
chr6 - 27834569 HIST1H1B
chr6 - 26055967 HIST1H1C
chr6 - 26234439 HIST1H1D
chr6 + 26156558 HIST1H1E
chr6 - 26107639 HIST1H1T
chr6 - 25726290 HIST1H2AA
chr6 - 26033319 HIST1H2AB
chr6 + 26124372 HIST1H2AC
chr6 - 26199011 HIST1H2AD
chr6 + 26217147 HIST1H2AE
chr6 + 27100816 HIST1H2AG
chr6 + 27114860 HIST1H2AH
chr6 - 27782079 HIST1H2AJ
chr6 - 27805657 HIST1H2AK
chr6 + 27833106 HIST1H2AL
chr6 - 27860476 HIST1H2AM
chr6 + 25727136 HIST1H2BA
chr6 - 26043454 HIST1H2BB
chr6 - 26123694 HIST1H2BC
chr6 + 26158348 HIST1H2BD
chr6 + 26184023 HIST1H2BE
chr6 + 26199786 HIST1H2BF
chr6 - 26216428 HIST1H2BG
chr6 + 26251878 HIST1H2BH
chr6 + 26273203 HIST1H2BI
chr6 - 27100094 HIST1H2BJ
chr6 - 27114139 HIST1H2BK
chr6 - 27775256 HIST1H2BL
chr6 + 27782821 HIST1H2BM
chr6 + 27806439 HIST1H2BN
chr6 + 27861202 HIST1H2BO
chr6 + 26020717 HIST1H3A
chr6 - 26031816 HIST1H3B
chr6 + 26045638 HIST1H3C
chr6 - 26197011 HIST1H3D
chr6 + 26225382 HIST1H3E
chr6 - 26250369 HIST1H3F
chr6 - 26271145 HIST1H3G
chr6 + 27777841 HIST1H3H
chr6 - 27839622 HIST1H3I
chr6 - 27858092 HIST1H3J
chr6 + 26021906 HIST1H4A
chr6 - 26027123 HIST1H4B
chr6 + 26104175 HIST1H4C
chr6 - 26188937 HIST1H4D
chr6 + 26204872 HIST1H4E
chr6 + 26240653 HIST1H4F
chr6 - 26246838 HIST1H4G
chr6 - 26285353 HIST1H4H
chr6 + 27107087 HIST1H4I
chr6 + 27791902 HIST1H4J
chr6 - 27798951 HIST1H4K
chr6 - 27840925 HIST1H4L
chr1 - 149813784 HIST2H2AA3
chr1 - 149859018 HIST2H2AB
chr1 + 149858524 HIST2H2AC
chr1 + 120906033 HIST2H2BA
chr1 - 149856009 HIST2H2BE
chr1 - 149754244 HIST2H2BF
chr1 - 149812258 HIST2H3C
chr1 - 149784779 HIST2H3D
chr1 - 149832329 HIST2H4A
chr1 - 228645064 HIST3H2A
chr1 + 228645807 HIST3H2BB
chr1 - 228612545 HIST3H3
chr12 - 14923653 HIST4H4
chr6 + 12012723 HIVEP1
chr6 - 143072603 HIVEP2
chr1 - 41972035 HIVEP3
chr2 - 234745346 HJURP
chr10 + 71077936 HK1
chr2 + 75059781 HK2
chr5 - 176307869 HK3
chr10 + 70980058 HKDC1
chr19 + 37825525 HKR1
chr6_qbl_hap6 + 1203024 HLA-A
chr6_cox_hap2 - 2834331 HLA-B
chr6_mann_hap4 - 2583420 HLA-C
chr6 - 32916390 HLA-DMA
chr6 - 32902405 HLA-DMB
chr6_dbb_hap3 - 4253308 HLA-DOA
chr6_ssto_hap7 - 4211472 HLA-DOB
chr6_qbl_hap6 - 4264796 HLA-DPA1
chr6_dbb_hap3 + 4325041 HLA-DPB1
chr6 + 33080292 HLA-DPB2
chr6 + 32605182 HLA-DQA1
chr6_ssto_hap7 + 4140830 HLA-DQA2
chr6 - 32627240 HLA-DQB1
chr6_ssto_hap7 - 4155540 HLA-DQB2
chr6_cox_hap2 + 3878073 HLA-DRA
chr6 - 32546546 HLA-DRB1
chr6 - 32485153 HLA-DRB5
chr6_cox_hap2 - 3973649 HLA-DRB6
chr6_mann_hap4 + 1805260 HLA-E
chr6_mcf_hap5 + 991650 HLA-F
chr6_cox_hap2 + 1310646 HLA-G
chr6_qbl_hap6 + 1150042 HLA-H
chr6_ssto_hap7 + 1303075 HLA-J
chr6 + 30227338 HLA-L
chr21 - 38123188 HLCS
chr17 + 53342320 HLF
chr3 - 148747913 HLTF
chr1 + 221052742 HLX
chr20 + 30102212 HM13
chr8 + 28747886 HMBOX1
chr11 + 118955586 HMBS
chr1 + 185703682 HMCN1
chr15 + 77712992 HMG20A
chr19 + 3572942 HMG20B
chr6 + 34204576 HMGA1
chr12 + 66218239 HMGA2
chr13 - 31032052 HMGB1
chr4 - 174252526 HMGB2
chrX + 150151857 HMGB3
chr1 + 34329679 HMGB4
chr1 - 24128366 HMGCL
chr6 - 55299170 HMGCLL1
chr5 + 74632992 HMGCR
chr5 - 43287571 HMGCS1
chr1 - 120290618 HMGCS2
chr21 - 40714240 HMGN1
chr1 + 26798901 HMGN2
chr6 - 79910961 HMGN3
chr6 + 26538571 HMGN4
chrX - 80369199 HMGN5
chr5 + 149380168 HMGXB3
chr22 + 35653444 HMGXB4
chr5 + 143191725 HMHB1
chr5 + 162887516 HMMR
chr22 + 35777059 HMOX1
chr16 + 4524703 HMOX2
chr5 + 173472606 HMP19
chr18 + 61616587 HMSD
chr4 - 8847801 HMX1
chr10 + 124907637 HMX2
chr10 + 124895566 HMX3
chr17 - 73131337 HN1
chr16 + 1728277 HN1L
chr12 + 121416370 HNF1A
chr17 - 36046433 HNF1B
chr20 + 42984440 HNF4A
chr8 + 76452202 HNF4G
chr2 + 138721807 HNMT
chr5 - 137087072 HNRNPA0
chr12 + 54674473 HNRNPA1
chr13 + 53191604 HNRNPA1L2
chr7 - 26229555 HNRNPA2B1
chr2 + 178077421 HNRNPA3
chr10 - 44282859 HNRNPA3P1
chr5 + 177631507 HNRNPAB
chr14 - 21677295 HNRNPC
chr1 - 12907229 HNRNPCL1
chr4 - 83274466 HNRNPD
chr10 - 43881064 HNRNPF
chr5 - 179041178 HNRNPH1
chrX + 100663120 HNRNPH2
chr10 + 70091767 HNRNPH3
chr9 - 86582997 HNRNPK
chr19 - 39327027 HNRNPL
chr19 + 8509711 HNRNPM
chr1 - 23631180 HNRNPR
chr1 - 245013601 HNRNPU
chr19 + 41770263 HNRNPUL1
chr11 - 62480096 HNRNPUL2
chr5 - 78669646 HOMER1
chr15 - 83517728 HOMER2
chr19 - 19040009 HOMER3
chr14 - 23742843 HOMEZ
chr1 + 60280532 HOOK1
chr19 - 12873816 HOOK2
chr8 + 42752032 HOOK3
chr4 - 57514153 HOPX
chr1 - 150670534 HORMAD1
chr22 + 30476057 HORMAD2
chr12 - 54356091 HOTAIR
chr7 - 27132613 HOXA1
chr7 - 27210209 HOXA10
chr7 - 27220775 HOXA11
chr7 - 27236498 HOXA13
chr7 - 27139972 HOXA2
chr7 - 27145808 HOXA3
chr7 - 27168125 HOXA4
chr7 - 27180670 HOXA5
chr7 - 27185201 HOXA6
chr7 - 27193337 HOXA7
chr7 - 27202056 HOXA9
chr17 - 46606806 HOXB1
chr17 - 46802126 HOXB13
chr17 - 46620018 HOXB2
chr17 - 46626231 HOXB3
chr17 - 46652868 HOXB4
chr17 - 46668618 HOXB5
chr17 - 46673098 HOXB6
chr17 - 46684594 HOXB7
chr17 - 46689707 HOXB8
chr17 - 46698518 HOXB9
chr12 + 54378945 HOXC10
chr12 + 54366909 HOXC11
chr12 + 54348651 HOXC12
chr12 + 54332575 HOXC13
chr12 + 54410635 HOXC4
chr12 + 54410635 HOXC5
chr12 + 54422193 HOXC6
chr12 + 54402889 HOXC8
chr12 + 54393902 HOXC9
chr2 + 177053306 HOXD1
chr2 + 176981491 HOXD10
chr2 + 176972083 HOXD11
chr2 + 176964529 HOXD12
chr2 + 176957531 HOXD13
chr2 + 177028804 HOXD3
chr2 + 177016112 HOXD4
chr2 + 176994421 HOXD8
chr2 + 176987412 HOXD9
chr16 + 72088490 HP
chr1 - 21069170 HP1BP3
chr1 + 33352097 HPCA
chr2 + 10443029 HPCAL1
chr1 - 40144319 HPCAL4
chr12 - 122277432 HPD
chr1 + 45792544 HPDL
chr4 - 175411327 HPGD
chr4 - 95219706 HPGDS
chr19 + 35531409 HPN
chr16 + 72097124 HPR
chrX + 133594174 HPRT1
chr10 - 100175954 HPS1
chr3 + 148847370 HPS3
chr22 - 26846848 HPS4
chr11 - 18300216 HPS5
chr10 + 103825123 HPS6
chr4 - 84213613 HPSE
chr10 - 100216833 HPSE2
chr7 - 54268916 HPVC1
chr11 - 6452267 HPX
chr8 - 133572744 HPYR1
chr8 - 21971931 HR
chr11 - 532241 HRAS
chr3 + 192958916 HRASLS
chr11 - 63320241 HRASLS2
chr11 - 63228875 HRASLS5
chr19 - 49654455 HRC
chr9 + 35906188 HRCT1
chr3 + 186383740 HRG
chr3 + 11178778 HRH1
chr5 + 175085039 HRH2
chr20 - 60790016 HRH3
chr18 + 22040592 HRH4
chr12 - 117298224 HRK
chr1 - 152184551 HRNR
chr2 - 20817563 HS1BP3
chr1 + 87380334 HS2ST1
